t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0,KE_cube1,PEel_cube1,KE_cube2,PEel_cube2
1.5665,-0.20093199422602803,-0.22528406015309532,0.0006069292778904692,9.76490242926433e-15,0.02374218495326426,9.53628768719739e-16,1.1756198969284309e-06,1.1322525712792e-15,1.0790636915190822e-06,1.2296312169152724e-15,6.970123110539967e-07
1.567,-0.20093199422602864,-0.2252840625829987,0.0006069293607996922,6.6639641235598054e-15,0.023742187299807902,6.490797503935346e-16,1.1756200701875888e-06,7.695636921789834e-16,1.079063859337581e-06,8.352093175694634e-16,6.97012424013547e-07
1.5675000000000001,-0.20093199422602898,-0.22528406448793792,0.0006069294248350454,4.099871763363641e-15,0.02374218914035241,3.977208178802043e-16,1.175620207900463e-06,4.705172127509526e-16,1.0790639934387016e-06,5.101454719163727e-16,6.970125146842145e-07
1.568,-0.2009319942260294,-0.22528406585914465,0.0006069294697111789,2.1281897289685896e-15,0.023742190466416003,2.049864031019419e-16,1.1756203094143407e-06,2.415706208770332e-16,1.0790640931779253e-06,2.614547757698162e-16,6.970125826277162e-07
1.5685,-0.20093199422602992,-0.22528406669156012,0.0006069294952762142,7.875717268028532e-16,0.023742191273092888,7.463844752169416e-17,1.1756203743260827e-06,8.718201196679383e-17,1.079064158153879e-06,9.39748130445165e-17,6.970126275631534e-07
1.569,-0.20093199422603028,-0.22528406698383974,0.0006069295015113102,9.89832510132205e-17,0.02374219155905796,8.691296446051442e-18,1.1756204024897444e-06,9.721547988598186e-18,1.0790641881996618e-06,1.0268949181842703e-17,6.970126493696752e-07
1.5695000000000001,-0.2009319942260307,-0.22528406673833237,0.0006069294885290551,6.541588905465248e-17,0.02374219132654705,7.384885587205955e-18,1.175620394008948e-06,9.440465463735538e-18,1.0790641833900167e-06,1.0593225432095432e-17,6.97012648085339e-07
1.57,-0.2009319942260312,-0.2252840659610348,0.0006069294565724508,6.720936712378462e-16,0.023742190581313063,6.920658564314924e-17,1.1756203492342555e-06,8.44980930365677e-17,1.0790641440407926e-06,9.29265002785298e-17,6.97012623903454e-07
1.5705,-0.2009319942260317,-0.22528406466152137,0.0006069294060120031,1.88715791661191e-15,0.02374218933255848,1.9096040564251848e-16,1.175620268762984e-06,2.310452094944368e-16,1.079064070697837e-06,2.5306151896899063e-16,6.970125771722258e-07
1.571,-0.2009319942260321,-0.22528406285284994,0.0006069293373420592,3.662804255972205e-15,0.023742187592844872,3.678803766321105e-16,1.1756201534318671e-06,4.433605993958836e-16,1.0790639641325665e-06,4.847539399497361e-16,6.970125083926561e-07
1.5715000000000001,-0.2009319942260325,-0.22528406055144495,0.0006069292511762718,5.9368339803269804e-15,0.02374218537798028,5.937850605861347e-16,1.1756200043067866e-06,7.140360957157825e-16,1.0790638253425566e-06,7.799244702089706e-16,6.970124182087767e-07
1.572,-0.200931994226033,-0.22528405777695837,0.0006069291482427781,8.63457066652527e-15,0.02374218270688532,8.612676934796816e-16,1.1756198226758494e-06,1.0342043566319437e-15,1.0790636555295516e-06,1.1289070488892878e-15,6.970123074104523e-07
