t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0
1.603,0.4221459907663148,0.4028419885894521,4.3306224101918034e-05,1.890686810710799e-15,0.019257989214178123,1.5210049590522458e-16,2.7067385806447353e-06
1.6035,0.4221459907663147,0.4028419896486346,4.3306221096714676e-05,1.6695165064780372e-15,0.019257988158189004,1.3428142225356148e-16,2.7067383926032397e-06
1.604,0.4221459907663147,0.4028419906319629,4.3306218312657254e-05,1.4389692804907203e-15,0.019257987177819194,1.1571225234453161e-16,2.7067382183993826e-06
1.6045,0.4221459907663147,0.40284199153225125,4.330621577010054e-05,1.2062128533419743e-15,0.019257986280232828,9.697017421547499e-17,2.7067380592421167e-06
1.605,0.42214599076631465,0.40284199234305085,4.330621348704065e-05,9.783525161234067e-16,0.0192579854718593,7.86272389209264e-17,2.7067379163894075e-06
1.6055,0.42214599076631465,0.402841993058695,4.330621147951327e-05,7.622052245704145e-16,0.019257984758348546,6.12320639366919e-17,2.706737790756138e-06
1.606,0.4221459907663146,0.4028419936743368,4.330620976089425e-05,5.6408703368461e-16,0.019257984144533065,4.529315055596326e-17,2.706737683191843e-06
1.6065,0.4221459907663146,0.4028419941859806,4.3306208342333526e-05,3.896208496556613e-16,0.019257983634396826,3.126228720952043e-17,2.7067375944153596e-06
1.607,0.4221459907663146,0.4028419945905057,4.3306207232305855e-05,2.4356966989252134e-16,0.01925798323105139,1.952270505969283e-17,2.706737524949478e-06
1.6075,0.4221459907663145,0.4028419948856832,4.330620643679974e-05,1.2970086261200647e-16,0.019257982936719195,1.0376827854160348e-17,2.7067374751862904e-06
1.608,0.4221459907663146,0.4028419950701858,4.330620595918974e-05,5.068458164248003e-17,0.019257982752724223,4.038990740664047e-18,2.7067374453055058e-06
1.6085,0.4221459907663144,0.4028419951435889,4.330620580022637e-05,8.029339565350643e-18,0.019257982679489898,6.297676344930389e-19,2.706737435372473e-06
1.609,0.4221459907663145,0.4028419951063667,4.330620595822485e-05,2.0558795380653694e-18,0.019257982716544334,1.7414453734353729e-19,2.7067374452401568e-06
1.6095,0.4221459907663145,0.4028419949598782,4.3306206428794646e-05,3.1909545567592335e-17,0.01925798286253274,2.602517775250608e-18,2.7067374746961735e-06
1.61,0.42214599076631437,0.402841994706349,4.330620720523251e-05,9.560998769578664e-17,0.019257983115236733,7.754708616838705e-18,2.7067375233157554e-06
