t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4
0.056,33.379496,0.00098633594,19.531473,0.0039407868,0.0039243376,0.0039149607,0.80855858
0.0565,32.642451,0.00094037105,18.614602,0.0042853083,0.0042681543,0.004258375,1.312129
0.057,31.935819,0.00087963093,17.145153,0.0046442651,0.0046264064,0.0046162248,1.9177115
0.0575,31.257307,0.00080114961,15.240553,0.0050176573,0.0049990939,0.0049885099,2.5752171
0.058,30.604877,0.00070497996,13.059344,0.005405485,0.0053862169,0.0053752305,3.2295012
0.0585,29.976704,0.00059286176,10.762135,0.005807748,0.0057877752,0.0057763865,3.8287577
0.059,29.371143,0.00046732766,8.4908978,0.0062244465,0.006203769,0.0061919779,4.3294192
0.0595,28.786706,0.00033139516,6.3660866,0.0066555804,0.0066341982,0.0066220047,4.6979928
0.06,28.222042,0.00018866601,4.4951483,0.0071011497,0.0070790628,0.0070664669,4.9113771
0.0605,27.675917,5.4070194e-05,2.9834003,0.0075611545,0.0075383628,0.0075253646,4.9570627
0.061,27.167321,0,1.8920023,0.0080355946,0.0080120983,0.0079986976,4.9125295
0.0615,26.682063,0,1.3255648,0.0085244702,0.0085002691,0.0084864661,4.8298426
0.062,26.215999,0,1.4061455,0.0090277811,0.0090028754,0.00898867,4.7256331
0.0625,25.767602,0,2.196502,0.0095455275,0.009519917,0.0095053093,4.620649
0.063,25.335521,0,3.6755886,0.010077709,0.010051394,0.010036384,4.5327157
0.0635,24.918556,0,5.7396612,0.010624327,0.010597307,0.010581894,4.4717889
0.064,24.515633,0,8.2239361,0.011185379,0.011157655,0.01114184,4.4382137
0.0645,24.125791,0,10.934553,0.011760867,0.011732438,0.011716221,4.4241749
0.065,23.748163,0,13.680831,0.012350791,0.012321657,0.012305037,4.4173838
0.0655,23.381967,0,16.30089,0.01295515,0.012925311,0.012908289,4.4055389
0.066,23.026492,0,18.677448,0.013573944,0.0135434,0.013525976,4.3800944
0.0665,22.681092,0,20.743597,0.014207174,0.014175925,0.014158099,4.3382981
0.067,22.34518,0,22.480133,0.014854839,0.014822886,0.014804657,4.2831383
0.0675,22.018214,0,23.906604,0.015516939,0.015484282,0.01546565,4.221525
0.068,21.699702,0,25.068171,0.016193475,0.016160113,0.016141079,4.1615233
0.0685,21.389187,0,26.020314,0.016884447,0.01685038,0.016830943,4.109636
0.069,21.086251,0,26.813537,0.017589853,0.017555082,0.017535243,4.0689756
0.0695,20.790506,0,27.480466,0.018309696,0.018274219,0.018253978,4.0387724
0.07,19.49473,0.00064978867,26.471795,0.10960165,0.0053911814,0.0026913106,4.0151847
0.0705,17.940116,0.00088244095,24.106426,0.4857881,0.15464139,0.068509786,3.9929693
0.071,16.926002,0.00081919026,22.082634,0.83623813,0.63788532,0.49805189,3.9673582
0.0715,16.171425,0.00062677306,20.514744,0.97878562,1.199595,1.2306332,3.9355112
0.072,15.568865,0.00039441565,19.290503,1.0800001,1.5601029,1.8121877,3.8971387
0.0725,15.067437,0.00018227945,18.340889,1.2108194,1.6763271,1.9784848,3.8542106
0.073,14.669729,5.8943576e-05,17.444389,1.3084176,1.6705434,1.9699498,3.8099774
0.0735,14.323697,3.8699223e-06,16.446207,1.3043056,1.66173,1.9603866,3.7677198
0.074,14.007711,3.3302967e-06,15.270306,1.2981612,1.6544285,1.9525106,3.7296721
0.0745,13.713458,4.6263413e-05,13.877645,1.3668337,1.6476427,1.9451724,3.6964479
0.075,13.439211,4.456048e-05,12.380439,1.4446359,1.6407051,1.9376268,3.6670799
0.0755,13.181187,1.5157201e-05,10.875262,1.4631951,1.6337307,1.9300483,3.6395724
0.076,12.938038,0,9.3537391,1.4570894,1.6268359,1.9225646,3.611708
0.0765,12.706987,0,7.8399117,1.4501532,1.6199916,1.9151272,3.5818054
0.077,12.486447,0,6.3927154,1.4433729,1.6131605,1.9076978,3.5491865
0.0775,12.275287,0,5.0664418,1.4369213,1.6063385,1.9002784,3.5142421
