t,E_total,dE_step,contact_E
0.2295,88.98633752,-1.455490e-04,0.00012743842
0.23,88.98619227,-1.452493e-04,0.00010058488
0.2305,88.98604734,-1.449256e-04,7.7415688e-05
0.231,88.98590276,-1.445802e-04,5.7885673e-05
0.2315,88.98575855,-1.442171e-04,4.184343e-05
0.232,88.98561471,-1.438406e-04,2.9049426e-05
0.2325,88.98547125,-1.434547e-04,1.9192807e-05
0.233,88.98532819,-1.430638e-04,1.1909218e-05
0.2335,88.98518552,-1.426719e-04,6.8001154e-06
0.234,88.98504323,-1.422830e-04,3.4528821e-06
0.2345,88.98489162,-1.516175e-04,1.2096718e-06
0.235,88.98473367,-1.579411e-04,2.4630513e-06
0.2355,88.98459088,-1.427981e-04,5.4570951e-06
0.236,88.98444854,-1.423333e-04,9.9092652e-06
0.2365,88.98430656,-1.419815e-04,1.590839e-05
0.237,88.98416495,-1.416089e-04,2.3444381e-05
0.2375,88.98402377,-1.411823e-04,3.2385301e-05
0.238,88.98388304,-1.407350e-04,4.2472704e-05
0.2385,88.98374274,-1.402980e-04,5.3334483e-05
0.239,88.98360286,-1.398791e-04,6.4512152e-05
0.2395,88.98346339,-1.394729e-04,7.5496795e-05
0.24,88.98332431,-1.390731e-04,8.5767971e-05
0.2405,88.98318563,-1.386776e-04,9.4831294e-05
0.241,88.98304734,-1.382897e-04,0.00010225195
0.2415,88.98290943,-1.379166e-04,0.00010768248
0.242,88.98277186,-1.375662e-04,0.00011088358
0.2425,88.982619,-1.528589e-04,0.00010624215
0.243,88.98245333,-1.656685e-04,9.1477832e-05
0.2435,88.98228747,-1.658696e-04,8.2273917e-05
0.244,88.98211567,-1.717936e-04,8.6055924e-05
0.2445,88.98194418,-1.714896e-04,0.00010761223
0.245,88.98177707,-1.671109e-04,0.00013296631
0.2455,88.98161309,-1.639771e-04,0.00016189132
0.246,88.98145173,-1.613592e-04,0.00019983061
0.2465,88.98129261,-1.591254e-04,0.00024741603
0.247,88.98113552,-1.570937e-04,0.00030144522
0.2475,88.98098035,-1.551617e-04,0.00035709647
0.248,88.98082705,-1.533052e-04,0.00040984415
0.2485,88.9806755,-1.515448e-04,0.00045655807
0.249,88.98052557,-1.499300e-04,0.00049550957
0.2495,88.98037706,-1.485090e-04,0.00052592243
0.25,88.98022976,-1.473024e-04,0.00054766232
0.2505,88.98008346,-1.462990e-04,0.00056114753
0.251,88.979938,-1.454640e-04,0.00056731369
0.2515,88.97979325,-1.447484e-04,0.00056750387
0.252,88.97964915,-1.440969e-04,0.00056327151
0.2525,88.9795057,-1.434559e-04,0.00055615212
0.253,88.97936292,-1.427794e-04,0.00054746433
0.2535,88.97922088,-1.420352e-04,0.00053817498
0.254,88.97907968,-1.412075e-04,0.00052883711
0.2545,88.97893938,-1.402974e-04,0.00051959535
0.255,88.97880006,-1.393216e-04,0.00051024711
0.2555,88.97866175,-1.383081e-04,0.00050034447
0.256,88.97852446,-1.372919e-04,0.00048931901
0.2565,88.97838815,-1.363091e-04,0.00047661023
0.257,88.97825276,-1.353921e-04,0.00046177907
0.2575,88.97811819,-1.345655e-04,0.00044459167
0.258,88.97798435,-1.338430e-04,0.00042506376
0.2585,88.97785112,-1.332263e-04,0.0004034628
0.259,88.97771842,-1.327057e-04,0.00038027116
0.2595,88.97758615,-1.322618e-04,0.00035611893
0.26,88.97745428,-1.318690e-04,0.00033169861
0.2605,88.97732279,-1.314990e-04,0.00030767558
0.261,88.97719166,-1.311246e-04,0.00028460778
0.2615,88.97706094,-1.307236e-04,0.00026288563
0.262,88.97693066,-1.302807e-04,0.00024269979
0.2625,88.97680087,-1.297893e-04,0.00022403968
0.263,88.97667162,-1.292516e-04,0.00020672112
0.2635,88.97654294,-1.286775e-04,0.00019043741
0.264,88.97641486,-1.280827e-04,0.0001748252
0.2645,88.97628737,-1.274856e-04,0.00015953469
0.265,88.97616046,-1.269054e-04,0.00014429392
0.2655,88.97603411,-1.263585e-04,0.00012895789
0.266,88.97590825,-1.258568e-04,0.00011353637
0.2665,88.97578284,-1.254062e-04,9.8197035e-05
0.267,88.97565784,-1.250061e-04,8.3244468e-05
0.2675,88.97553319,-1.246501e-04,6.9078976e-05
0.268,88.97540886,-1.243270e-04,5.6141588e-05
0.2685,88.97528484,-1.240228e-04,4.4853485e-05
0.269,88.97516111,-1.237226e-04,3.5558454e-05
0.2695,88.9750377,-1.234130e-04,2.8476304e-05
