t,slab_KE,slab_PE,cube_KE,bystander_KE,total,max_pen
0.156,0,0.028862901,2.9462983,1.3218019e-08,-0.073999617,7.57879e-06
0.1565,0,0.028872469,2.9651546,1.417631e-08,-0.074029757,7.583949e-06
0.157,0,0.028899288,2.9840711,1.1130989e-07,-0.074059894,7.6006265e-06
0.1575,0,0.028940962,3.0030478,2.6842551e-07,-0.074090027,7.6272764e-06
0.158,0,0.028994421,3.0220847,4.4092059e-07,-0.074120157,7.6618907e-06
0.1585,0,0.029056118,3.0411818,5.8603441e-07,-0.074150284,7.702135e-06
0.159,0,0.029122245,3.0603389,6.7161502e-07,-0.074180409,7.7454943e-06
0.1595,0,0.029188951,3.079556,6.8171845e-07,-0.074210531,7.7894208e-06
0.16,0,0.029252551,3.0988332,6.1820328e-07,-0.07424065,7.8314756e-06
0.1605,0,0.029309724,3.1181705,4.98415e-07,-0.074270767,7.8694565e-06
0.161,0,0.029357674,3.1375679,3.4986667e-07,-0.074300881,7.9015058e-06
0.1615,0,0.029394262,3.1570255,2.0335629e-07,-0.074330993,7.9261936e-06
0.162,0,0.02941809,3.1765432,8.6134813e-08,-0.074361102,7.9425725e-06
0.1625,0,0.029428544,3.1961212,1.6554785e-08,-0.07439121,7.9502035e-06
0.163,0,0.029425784,3.2157594,1.1639727e-09,-0.074421315,7.9491516e-06
0.1635,0,0.029410692,3.2354577,3.459129e-08,-0.074451419,7.9399547e-06
0.164,0,0.029384787,3.2552163,1.0194806e-07,-0.074481521,7.9235676e-06
0.1645,0,0.029350097,3.275035,1.8296948e-07,-0.074511622,7.9012869e-06
0.165,0,0.029309023,3.2949139,2.5683923e-07,-0.074541721,7.8746605e-06
0.1655,0,0.029264178,3.3148528,3.0661092e-07,-0.074571819,7.8453884e-06
0.166,0,0.029218234,3.3348519,3.2234155e-07,-0.074601916,7.8152215e-06
0.1665,0,0.029173768,3.3549111,3.0241819e-07,-0.074632011,7.7858623e-06
0.167,0,0.029133128,3.3750304,2.529939e-07,-0.074662105,7.7588741e-06
0.1675,0,0.029098318,3.3952098,1.8585481e-07,-0.074692198,7.7356035e-06
0.168,0,0.02907091,3.4154494,1.1533496e-07,-0.07472229,7.7171183e-06
0.1685,0,0.029051985,3.4357491,5.5028532e-08,-0.074752381,7.7041648e-06
0.169,0,0.029042101,3.456109,1.5011311e-08,-0.074782471,7.6971449e-06
