t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.0445,62.167116,0.0001684275,30.449811,0.016834099,0.0066962462,0.0058677641,0.0056112562,0.0061974409,0.017184211,0.022074864,18.274415
0.045,60.476562,0.00036588838,29.171386,0.015675215,0.0071794217,0.0063206978,0.0060543884,0.0067839053,0.016165848,0.021205727,17.271978
0.0455,59.031973,0.00062265237,29.549805,0.014585164,0.00767985,0.0067905448,0.0065143911,0.0073950052,0.014287794,0.020183875,15.117052
0.046,57.767374,0.00087857977,30.389269,0.013815806,0.0081967343,0.0072772098,0.0069912395,0.0080325993,0.013187173,0.019270125,12.089934
0.0465,56.637475,0.00099977659,31.032012,0.013147113,0.0087303894,0.0077807037,0.0074849241,0.0086976121,0.012618507,0.018455933,8.9376137
0.047,55.610878,0.00093747809,31.33583,0.012435348,0.0092810385,0.0083010484,0.0079954489,0.0093895763,0.011988304,0.0176555,6.2946805
0.0475,54.665577,0.00079055583,31.413544,0.011716545,0.0098485942,0.0088382419,0.0085228169,0.010107859,0.011255783,0.016856295,4.4147661
0.048,53.785948,0.00064359426,31.507141,0.011040556,0.010432969,0.009392277,0.0090670276,0.010852375,0.01057433,0.016078003,3.2367076
0.0485,52.960716,0.00047347653,31.926548,0.010401912,0.011034172,0.0099631526,0.0096280796,0.01162335,0.0099666574,0.015324887,2.5655838
0.049,52.181599,0.00032882744,32.939587,0.0097808069,0.011652225,0.01055087,0.010205973,0.012420905,0.0093831337,0.014591048,2.1980344
0.0495,51.44238,0.00023692711,34.646681,0.0091740121,0.012287127,0.011155429,0.010800707,0.01324499,0.0088058318,0.013873982,1.968514
0.05,50.738285,0.00020188229,36.927708,0.0085869452,0.01293887,0.011776829,0.011412283,0.014095525,0.0082452762,0.013174732,1.7615327
0.0505,50.065563,0.00021825213,39.484161,0.0080214244,0.013607452,0.012415071,0.0120407,0.014972494,0.0077076035,0.012494032,1.5172344
0.051,49.42119,0.00026551187,41.933032,0.0074757573,0.014292876,0.013070154,0.012685959,0.015875927,0.0071899411,0.011831621,1.2277406
0.0515,48.802675,0.00033398592,43.901267,0.0069488546,0.014995143,0.013742078,0.013348059,0.016805839,0.0066895603,0.011187203,0.91946955
0.052,48.207924,0.00036683792,45.096099,0.0064409988,0.01571425,0.014430844,0.014027,0.017762224,0.0062067194,0.010560777,0.62922989
0.0525,47.635139,0.00036257398,45.346712,0.0059525758,0.016450199,0.015136451,0.014722782,0.018745072,0.0057422181,0.009952418,0.38635887
0.053,47.082754,0.00032909116,44.617326,0.0054835419,0.017202989,0.015858899,0.015435406,0.019754382,0.0052960499,0.0093621327,0.20600169
0.0535,46.549387,0.0002779274,42.992686,0.0050337411,0.017972621,0.016598189,0.016164871,0.020790156,0.0048679239,0.0087898951,0.090224607
0.054,46.033804,0.0002194087,40.641781,0.0046031481,0.018759094,0.01735432,0.016911178,0.021852397,0.0044577738,0.0082356964,0.031510964
0.0545,45.534896,0.00015994249,37.771354,0.0041918066,0.019562408,0.018127292,0.017674326,0.022941103,0.0040656714,0.0076995416,0.015998939
0.055,45.051655,0.00010161715,34.582434,0.0037997307,0.020382563,0.018917106,0.018454315,0.024056275,0.0036916439,0.0071814337,0.026765346
0.0555,44.583163,4.4282457e-05,31.239871,0.0034269069,0.02121956,0.019723761,0.019251145,0.025197911,0.0033356694,0.0066813712,0.048065662
0.056,44.136854,0,27.878237,0.0030733263,0.022073398,0.020547257,0.020064817,0.026366012,0.0029977331,0.0061993526,0.065880173
0.0565,43.708977,0,24.613465,0.0027389913,0.022944078,0.021387594,0.02089533,0.027560578,0.0026778388,0.005735378,0.069990849
0.057,43.29621,0,21.547962,0.002423905,0.023831598,0.022244773,0.021742684,0.028781609,0.0023759911,0.0052894479,0.060419465
0.0575,42.897615,0,18.784549,0.0021280672,0.024735961,0.023118794,0.02260688,0.030029105,0.0020921894,0.0048615623,0.04274592
0.058,42.512337,0,16.420372,0.0018514764,0.025657164,0.024009655,0.023487917,0.031303066,0.0018264316,0.0044517209,0.024793475
0.0585,42.139589,0,14.533607,0.0015941325,0.026595209,0.024917358,0.024385795,0.032603491,0.0015787177,0.0040599237,0.013104623
0.059,41.77865,0,13.167346,0.0013560359,0.027550095,0.025841902,0.025300515,0.033930382,0.0013490482,0.0036861708,0.010631391
0.0595,41.428857,0,12.316256,0.0011371866,0.028521822,0.026783288,0.026232076,0.035283738,0.0011374232,0.0033304622,0.016298696
0.06,41.089599,0,11.92091,0.00093758465,0.029510391,0.027741514,0.027180478,0.036663558,0.00094384244,0.0029927978,0.026230995
0.0605,40.760316,0,11.872447,0.00075722985,0.030515801,0.028716582,0.028145722,0.038069844,0.00076830592,0.0026731778,0.035823272
0.061,40.440488,0,12.027245,0.00059612225,0.031538052,0.029708492,0.029127807,0.039502594,0.00061081366,0.002371602,0.041673998
0.0615,40.129636,0,12.228507,0.00045426189,0.032577145,0.030717243,0.030126733,0.04096181,0.00047136568,0.0020880704,0.042652978
0.062,39.827317,0,12.329843,0.00033164875,0.033633079,0.031742835,0.0311425,0.04244749,0.00034996199,0.0018225832,0.03986498
0.0625,39.533121,0,12.215709,0.00022828284,0.034705854,0.032785268,0.032175109,0.043959635,0.00024660256,0.0015751402,0.035751198
0.063,39.246666,0,11.814745,0.00014416414,0.03579547,0.033844543,0.033224559,0.045498246,0.00016128739,0.0013457415,0.032857731
0.0635,38.967598,0,11.104228,7.9292664e-05,0.036901928,0.034920659,0.034290851,0.047063321,9.4016498e-05,0.001134387,0.032820613
