t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.0805,89.067942,3.3541649e-05,0,0.38276248,0.0039039386,0.0049531007,0.011900724,0.022328006,0.36875491,0.43874029,100.12511
0.081,89.066573,3.6559826e-05,0,0.37893357,0.0050190261,0.0048116526,0.0067347429,0.021256444,0.36511593,0.43477018,99.955203
0.0815,89.065797,3.9436056e-05,0,0.37512392,0.0050542468,0.0044814853,0.0039044516,0.020211178,0.361495,0.43081811,99.785417
0.082,89.065237,4.1604487e-05,0,0.37133352,0.0041021281,0.003608539,0.0027967447,0.019189084,0.35789212,0.42688409,99.615748
0.0825,89.064757,4.3096235e-05,0,0.36756237,0.0028254579,0.0026319165,0.0022650572,0.018192537,0.35430728,0.42296811,99.446204
0.083,89.064318,4.4229879e-05,0,0.36381046,0.0017466214,0.0017806798,0.0017509034,0.017223356,0.35074049,0.41907018,99.276798
0.0835,89.063905,4.5219775e-05,0,0.3600778,0.00099502445,0.0010915107,0.0011632221,0.016281581,0.34719175,0.41519029,99.10754
0.084,89.063506,4.6072603e-05,0,0.35636439,0.00049984601,0.0005643818,0.00061656965,0.01536659,0.34366104,0.41132845,98.93844
0.0845,89.063114,4.6684216e-05,0,0.35267022,0.00018412469,0.0002059523,0.0002228561,0.014478005,0.34014839,0.40748465,98.769496
0.085,89.062727,4.6955614e-05,0,0.34899531,2.2138605e-05,2.3991118e-05,2.5344692e-05,0.013615795,0.33665377,0.40365889,98.600707
0.0855,89.062344,4.684406e-05,0,0.34533964,1.9272013e-05,2.0499666e-05,2.1486178e-05,0.01278004,0.33317721,0.39985118,98.432067
0.086,89.061963,4.6356701e-05,0,0.34170321,0.00018141114,0.00019053231,0.0001955815,0.011970782,0.32971868,0.39606151,98.26357
0.0865,89.061584,4.5523365e-05,0,0.33808604,0.00050192163,0.00052288844,0.00053201655,0.011188015,0.3262782,0.39228989,98.095213
0.087,89.061208,4.4374886e-05,0,0.33448811,0.00096348895,0.0010006992,0.0010144064,0.010431718,0.32285577,0.38853631,97.926996
0.0875,89.060834,4.2934703e-05,0,0.33090943,0.0015433554,0.0016020119,0.0016219991,0.0097018837,0.31945137,0.38480077,97.758919
0.088,89.060464,4.1220061e-05,0,0.32734999,0.002216044,0.0023006671,0.0023287251,0.0089985118,0.31606503,0.38108328,97.590985
0.0885,89.060096,3.924649e-05,0,0.32380981,0.0029538665,0.0030674058,0.0031046428,0.008321605,0.31269672,0.37738384,97.423196
0.089,89.059731,3.7031414e-05,0,0.32028887,0.0037271735,0.0038710514,0.0039178925,0.0076711643,0.30934647,0.37370243,97.255554
0.0895,89.059368,3.4595628e-05,0,0.31678717,0.004505256,0.0046796923,0.0047361526,0.0070471891,0.30601425,0.37003908,97.088058
0.09,89.059006,3.1963163e-05,0,0.31330473,0.0052576947,0.0054618549,0.0055276689,0.0064496789,0.30270008,0.36639376,96.920709
0.0905,89.058646,2.9160474e-05,0,0.30984153,0.0059556788,0.0061876446,0.0062622233,0.0058786335,0.29940396,0.36276649,96.753505
0.091,89.058287,2.6215613e-05,0,0.30639758,0.0065730705,0.0068298195,0.0069121873,0.005334053,0.29612587,0.35915727,96.586446
0.0915,89.057929,2.3157642e-05,0,0.30297288,0.0070872408,0.0073647492,0.0074535657,0.0048159375,0.29286584,0.35556609,96.41953
