solver,scene,relax,iters,substeps,ratio_off,e_modal_peak,e_imp_peak,u_max,peak_net_J,u_final,eq2_violates,margin_J,margin_allow_J,eq2_violates_allow,max_deposit,excess_max,gross_supply,return_channel,return_frac,cum_modal_gain,cum_rigid_loss,max_net_excess,ledger_holds,ledger_passive,n_clamped,n_steps,n_commits,finite,wall_s
avbd,shelf,1.0,32,8,0.7228742698958187,20.80802577939143,28.785124392918704,0.4438460291631169,21.01198603379449,0.0017364468445726243,True,0.14225285543393643,-9.001198355235047,False,9.143451210668983,0.14225285543393643,47.34070973534027,48.28246643332694,1.0198931681263672,28.094214156221916,47.34070973534027,0.14225285543393643,True,True,0,864,864,True,4.872711875010282
avbd,ledge,0.7,4,1,0.08010957298187897,30.27362475794234,377.90271038881116,0.08197312225368604,30.27362475794234,6.300672658060036e-05,True,0.1574000719291594,-276.82486745021623,False,276.9822675221454,0.1574000719291594,369.31159782169993,389.9217010754092,1.0558068129332339,31.833837958434007,369.31159782169993,0.1574000719291594,True,True,0,108,108,True,0.10544212500099093
avbd,ledge,0.7,8,2,0.09139069135681713,35.086133616313276,383.91364695257977,0.08388067673684528,35.086133616313276,7.606749061649971e-05,True,0.06096743634491476,-196.8124974436564,False,196.87346488000134,0.06096743634491476,418.28624876724916,431.3053052957788,1.0311247538423716,37.501842685164625,418.28624876724916,0.06096743634491476,True,True,0,216,216,True,0.3436305409995839
avbd,ledge,0.7,16,4,0.1742662221393417,67.04050611487489,384.70166674795934,0.12192459910331623,67.04050611487489,2.213971918272179e-05,True,0.014403145902881923,-159.14028193301306,False,159.15468507891595,0.014403145902881923,549.8521759178903,562.8722352294944,1.0236791993954906,73.82318899345452,549.8521759178903,0.014403145902881923,True,True,0,432,432,True,1.2188750409986824
avbd,ledge,0.7,32,8,0.2618889539738268,101.1278956763131,386.14799953120524,0.17351213127564735,101.1278956763131,3.309221264392468e-07,True,0.012048540610883668,-91.9787827590156,False,91.99083129962648,0.012048540610883668,582.8289637896145,683.5239139854726,1.172769296743815,101.26508895345061,582.8289637896145,0.012048540610883668,True,True,0,864,864,True,4.566291957977228
avbd,ledge,1.0,4,1,0.06857717143833243,25.915498957343992,377.90271038881116,0.07022764880841938,25.915498957343992,0.00018834141518502042,True,0.1561106162900846,-275.663931716361,False,275.8200423326511,0.1561106162900846,369.0213099407802,389.75898867134384,1.0561964259838859,27.35032545223787,369.0213099407802,0.1561106162900846,True,True,0,108,108,True,0.10499591589905322
avbd,ledge,1.0,8,2,0.0905539751278164,34.764906837373196,383.91364695257977,0.08336391071811478,34.764906837373196,3.1860857825274454e-05,True,0.06154169149173473,-197.02812120469451,False,197.08966289618624,0.06154169149173473,417.0258633250379,429.80975795084777,1.0306549203540545,36.468883521064356,417.0258633250379,0.06154169149173473,True,True,0,216,216,True,0.34198241599369794
avbd,ledge,1.0,16,4,0.17413334350524887,66.98938748286417,384.70166674795934,0.12193111253405334,66.98938748286417,2.1810692775731983e-05,True,0.013284039348153203,-159.13164007174302,False,159.14492411109117,0.013284039348153203,549.403561491782,562.7269582252692,1.0242506559246003,73.60095401733722,549.403561491782,0.013284039348153203,True,True,0,432,432,True,1.221675416920334
avbd,ledge,1.0,32,8,0.2620415366633875,101.18681517665006,386.14799953120524,0.17361391100515777,101.18681517665006,3.218268465891205e-07,True,0.012044521557543863,-91.97516842970343,False,91.98721295126097,0.012044521557543863,582.8266559448913,683.5254660385247,1.1727766035861524,101.26487874484668,582.8266559448913,0.012044521557543863,True,True,0,864,864,True,4.994488000054844
avbd,dinner,0.7,4,1,1.1789056847360675,20.521135282611503,17.40693555753424,1.2029013960748913,20.521135282611503,0.1205748008954745,True,5.352831889657576,-3.8350171832220887,False,9.187849072879665,5.352831889657576,17.059698616671884,18.622248277910547,1.091593040202459,22.088749883432495,17.059698616671884,5.352831889657576,False,True,0,108,108,True,0.2637972079683095
avbd,dinner,0.7,8,2,0.2310533122167059,5.397006744722254,23.35827473297755,0.23101058378442418,5.458335343921512,0.006105343288316949,True,0.02515443345645888,-19.342411024940766,False,19.367565458397227,0.02515443345645888,23.628074759618602,24.55276581845953,1.0391352688802755,5.480064834589102,23.628074759618602,0.02515443345645888,True,True,0,216,216,True,0.9543767080176622
avbd,dinner,0.7,16,4,0.2075845345799095,4.97072094613125,23.94552636683912,0.1985962621803532,4.97072094613125,0.007972763774012556,True,0.03058151473523815,-16.430047680631084,False,16.460629195366323,0.03058151473523815,25.029277447413083,25.648248234292403,1.0247298703759942,5.765399204213777,25.029277447413083,0.03058151473523815,True,True,0,432,432,True,3.57855345797725
avbd,dinner,0.7,32,8,0.28272205178676285,6.779820226161618,23.98051437202767,0.25031575463289435,6.821198398138318,0.027700762787864402,True,0.07537291612271717,-15.111935400644334,False,15.187308316767052,0.07537291612271717,27.250375862846045,27.816317874252103,1.0207682277211332,8.968515715170055,27.250375862846045,0.07537291612271717,True,True,0,864,864,True,14.206207917071879
avbd,dinner,1.0,4,1,1.7003248508483917,29.597445105591973,17.40693555753424,1.6779469365503819,29.597445105591973,0.0169287324956492,True,15.08314137962184,5.565283995918088,True,9.51785738370375,15.08314137962184,17.63908289402767,19.641666156089414,1.1135310307283486,29.951238509119726,17.63908289402767,15.08314137962184,False,False,0,108,108,True,0.2681995830498636
avbd,dinner,1.0,8,2,0.2617892400971109,6.114944992325738,23.35827473297755,0.26012114042573053,6.181725843804017,0.006579734324828437,True,0.034928321173174064,-18.940032765033806,False,18.974961086206978,0.034928321173174064,23.764796024216324,24.76917102602063,1.0422631442231125,6.3001621509798005,23.764796024216324,0.034928321173174064,True,True,0,216,216,True,1.0503582919482142
avbd,dinner,1.0,16,4,0.20804204784735808,4.981676342140118,23.94552636683912,0.1971843706183091,4.981676342140118,0.01266731687246425,True,0.03351712748270973,-16.477292362484583,False,16.510809489967293,0.03351712748270973,25.26405275691539,25.959631342677103,1.0275323437792978,5.948210780669112,25.26405275691539,0.03351712748270973,True,True,0,432,432,True,3.62420470896177
avbd,dinner,1.0,32,8,0.2827343102395453,6.780114190164746,23.98051437202767,0.25014151529140977,6.821375736745884,0.028471237087302356,True,0.07572188206833325,-15.067503442996246,False,15.143225325064579,0.07572188206833325,27.270066421397985,27.84001018641617,1.0208999771475058,9.011263833567813,27.270066421397985,0.07572188206833325,True,True,0,864,864,True,14.330077167018317
impulse,shelf,0.7,4,1,0.2734963360323582,7.91799974049979,28.951026749999997,0.2502408283349815,7.91799974049979,0.003039932238758402,False,-0.03675684374999809,-25.211793454948342,False,25.175036611198344,-0.03675684374999809,31.64151826535863,1.9666445196925377,0.06215392394256994,8.404602646263456,31.64151826535863,-0.03675684374999809,True,True,0,108,108,True,0.27213737496640533
impulse,shelf,0.7,8,2,0.4734561413827708,13.707041414124433,28.95102675000011,0.3907946770218437,13.707041414124433,0.0025921350368473136,False,-0.009189210937499439,-22.31040425618339,False,22.30121504524589,-0.009189210937499439,35.07479047202649,7.060464441139427,0.20129740894020226,15.458974554416187,35.07479047202649,-0.009189210937499439,True,True,0,216,216,True,0.5009276670170948
impulse,shelf,0.7,16,4,0.46918144535818657,13.583284575168515,28.951026749999983,0.37589002752642003,13.589728004689054,0.0011451035520215831,False,-0.0022973027343731406,-15.50598265172775,False,15.503685348993377,-0.0022973027343731406,36.15346779513558,8.102392075830334,0.2241110623673147,16.15654563471012,36.15346779513558,-0.0022973027343731406,True,True,0,432,432,True,1.1418682920048013
